ano,mes,data,regiao,uf,cidade,tipo_acidente,periodo_dia,acidentes,feridos,mortes,chuva_mm,visibilidade,veiculos_envolvidos,nivel_gravidade
2017,2,2017-02-01,Nordeste,CE,Fortaleza,Saída de pista,Noite,16,14,0,11.1,Boa,35,Leve
2017,2,2017-02-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Noite,13,15,1,84.0,Moderada,32,Crítico
2017,2,2017-02-01,Nordeste,MA,São Luís,Atropelamento,Tarde,20,16,2,21.0,Ruim,37,Leve
2017,2,2017-02-01,Nordeste,PB,João Pessoa,Saída de pista,Manhã,22,13,2,35.0,Boa,39,Grave
2017,2,2017-02-01,Centro-Oeste,DF,Brasília,Atropelamento,Noite,16,21,1,46.2,Ruim,36,Crítico
2017,2,2017-02-01,Centro-Oeste,GO,Goiânia,Colisão,Noite,14,10,2,20.1,Boa,38,Moderado
2017,2,2017-02-01,Centro-Oeste,GO,Aparecida de Goiânia,Capotamento,Manhã,14,12,0,12.0,Ruim,30,Leve
2017,2,2017-02-01,Centro-Oeste,MT,Cuiabá,Atropelamento,Tarde,20,16,1,9.8,Boa,44,Leve
2017,2,2017-02-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Tarde,19,16,2,30.1,Muito ruim,26,Crítico
2017,2,2017-02-01,Sudeste,SP,São Paulo,Colisão,Manhã,13,6,5,27.9,Boa,28,Moderado
2017,2,2017-02-01,Sudeste,SP,Campinas,Atropelamento,Madrugada,17,7,0,34.7,Moderada,33,Grave
2017,2,2017-02-01,Sudeste,SP,Ribeirão Preto,Saída de pista,Tarde,13,11,0,60.4,Boa,31,Moderado
2017,2,2017-02-01,Sudeste,RJ,Rio de Janeiro,Colisão,Noite,16,16,1,7.3,Ruim,35,Crítico
2017,2,2017-02-01,Sudeste,RJ,Niterói,Colisão,Madrugada,10,16,0,55.5,Boa,51,Crítico
2017,2,2017-02-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Noite,23,10,2,30.8,Ruim,45,Moderado
2017,2,2017-02-01,Sudeste,RJ,Petrópolis,Atropelamento,Tarde,25,8,0,68.9,Boa,37,Grave
2017,2,2017-02-01,Sudeste,MG,Belo Horizonte,Capotamento,Noite,21,16,1,68.1,Boa,39,Grave
2017,2,2017-02-01,Sudeste,MG,Uberlândia,Saída de pista,Tarde,29,12,0,20.3,Ruim,41,Grave
2017,2,2017-02-01,Sudeste,MG,Juiz de Fora,Colisão,Madrugada,16,9,0,10.4,Muito ruim,40,Moderado
2017,2,2017-02-01,Sudeste,ES,Vitória,Capotamento,Manhã,19,7,1,8.2,Muito ruim,45,Grave
2017,2,2017-02-01,Sudeste,ES,Vila Velha,Atropelamento,Madrugada,12,15,1,43.6,Muito ruim,39,Grave
2017,2,2017-02-01,Sudeste,ES,Serra,Saída de pista,Tarde,17,10,2,40.5,Ruim,34,Leve
2017,2,2017-02-01,Sul,PR,Curitiba,Capotamento,Noite,26,17,0,45.4,Muito ruim,36,Moderado
2017,2,2017-02-01,Sul,PR,Londrina,Atropelamento,Manhã,19,14,1,20.8,Ruim,33,Crítico
2017,2,2017-02-01,Sul,SC,Florianópolis,Colisão,Noite,17,10,1,39.4,Boa,32,Grave
2017,2,2017-02-01,Sul,SC,Joinville,Saída de pista,Manhã,21,12,0,21.9,Muito ruim,33,Moderado
2017,2,2017-02-01,Sul,RS,Porto Alegre,Colisão,Noite,21,14,1,32.3,Ruim,33,Crítico
2017,2,2017-02-01,Sul,RS,Caxias do Sul,Saída de pista,Madrugada,22,12,2,37.7,Muito ruim,51,Crítico
2017,3,2017-03-01,Norte,AM,Manaus,Saída de pista,Noite,22,11,0,8.3,Ruim,36,Leve
2017,3,2017-03-01,Norte,PA,Belém,Saída de pista,Tarde,21,12,1,17.7,Muito ruim,36,Crítico
2017,3,2017-03-01,Norte,PA,Santarém,Atropelamento,Noite,16,15,0,14.0,Muito ruim,45,Grave
2017,3,2017-03-01,Norte,RO,Porto Velho,Capotamento,Manhã,16,7,2,9.6,Boa,40,Moderado
2017,3,2017-03-01,Norte,TO,Palmas,Atropelamento,Tarde,15,9,2,33.0,Muito ruim,34,Leve
2017,3,2017-03-01,Nordeste,BA,Salvador,Capotamento,Madrugada,20,12,1,46.3,Moderada,30,Grave
2017,3,2017-03-01,Nordeste,BA,Feira de Santana,Saída de pista,Madrugada,17,10,2,13.2,Muito ruim,24,Grave
2017,3,2017-03-01,Nordeste,PE,Recife,Atropelamento,Manhã,15,12,0,25.3,Ruim,32,Crítico
2017,3,2017-03-01,Nordeste,PE,Jaboatão dos Guararapes,Atropelamento,Manhã,17,13,0,5.1,Ruim,32,Grave
2017,3,2017-03-01,Nordeste,CE,Fortaleza,Atropelamento,Manhã,19,7,2,21.0,Ruim,27,Grave
2017,3,2017-03-01,Nordeste,CE,Juazeiro do Norte,Saída de pista,Tarde,19,9,0,21.2,Moderada,38,Crítico
2017,3,2017-03-01,Nordeste,MA,São Luís,Capotamento,Noite,23,11,1,36.6,Ruim,43,Grave
2017,3,2017-03-01,Nordeste,PB,João Pessoa,Colisão,Manhã,23,12,1,29.4,Ruim,35,Grave
2017,3,2017-03-01,Centro-Oeste,DF,Brasília,Colisão,Tarde,17,7,0,57.2,Boa,35,Grave
2017,3,2017-03-01,Centro-Oeste,GO,Goiânia,Atropelamento,Noite,13,16,2,7.8,Boa,52,Leve
2017,3,2017-03-01,Centro-Oeste,GO,Aparecida de Goiânia,Colisão,Madrugada,14,11,0,19.4,Muito ruim,26,Leve
2017,3,2017-03-01,Centro-Oeste,MT,Cuiabá,Capotamento,Tarde,17,9,0,15.2,Boa,39,Leve
2017,3,2017-03-01,Centro-Oeste,MS,Campo Grande,Capotamento,Madrugada,15,12,2,10.7,Muito ruim,21,Crítico
2017,3,2017-03-01,Sudeste,SP,São Paulo,Saída de pista,Noite,26,14,0,29.0,Ruim,25,Moderado
2017,3,2017-03-01,Sudeste,SP,Campinas,Atropelamento,Madrugada,15,8,0,52.8,Ruim,42,Crítico
2017,3,2017-03-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Tarde,26,10,0,28.0,Muito ruim,43,Leve
2017,3,2017-03-01,Sudeste,RJ,Rio de Janeiro,Colisão,Noite,19,15,1,5.5,Muito ruim,34,Leve
2017,3,2017-03-01,Sudeste,RJ,Niterói,Capotamento,Noite,20,11,0,55.3,Moderada,37,Grave
2017,3,2017-03-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Noite,30,9,0,18.3,Ruim,40,Leve
2017,3,2017-03-01,Sudeste,RJ,Petrópolis,Atropelamento,Tarde,21,8,1,37.7,Moderada,37,Leve
2017,3,2017-03-01,Sudeste,MG,Belo Horizonte,Colisão,Manhã,24,9,3,25.3,Boa,25,Crítico
2017,3,2017-03-01,Sudeste,MG,Uberlândia,Atropelamento,Noite,15,11,0,5.2,Moderada,37,Moderado
2017,3,2017-03-01,Sudeste,MG,Juiz de Fora,Atropelamento,Tarde,20,12,0,47.0,Muito ruim,40,Crítico
2017,3,2017-03-01,Sudeste,ES,Vitória,Colisão,Tarde,24,11,0,21.2,Ruim,35,Moderado
2017,3,2017-03-01,Sudeste,ES,Vila Velha,Atropelamento,Tarde,16,16,1,79.9,Moderada,28,Crítico
2017,3,2017-03-01,Sudeste,ES,Serra,Saída de pista,Manhã,15,12,3,58.8,Ruim,32,Leve
2017,3,2017-03-01,Sul,PR,Curitiba,Atropelamento,Manhã,18,4,4,11.4,Boa,36,Moderado
2017,3,2017-03-01,Sul,PR,Londrina,Saída de pista,Tarde,24,10,2,1.3,Ruim,51,Moderado
2017,3,2017-03-01,Sul,SC,Florianópolis,Colisão,Manhã,24,7,0,39.7,Boa,29,Grave
2017,3,2017-03-01,Sul,SC,Joinville,Saída de pista,Tarde,18,13,2,13.7,Boa,42,Leve
2017,3,2017-03-01,Sul,RS,Porto Alegre,Colisão,Tarde,17,16,2,53.8,Boa,30,Crítico
2017,3,2017-03-01,Sul,RS,Caxias do Sul,Capotamento,Tarde,23,15,1,27.2,Moderada,37,Moderado
2017,4,2017-04-01,Norte,AM,Manaus,Capotamento,Manhã,18,5,0,11.7,Boa,35,Crítico
2017,4,2017-04-01,Norte,PA,Belém,Colisão,Manhã,21,10,2,16.5,Ruim,26,Grave
2017,4,2017-04-01,Norte,PA,Santarém,Colisão,Tarde,24,13,1,64.0,Boa,38,Crítico
2017,4,2017-04-01,Norte,RO,Porto Velho,Atropelamento,Noite,27,11,2,47.9,Muito ruim,31,Crítico
2017,4,2017-04-01,Norte,TO,Palmas,Saída de pista,Manhã,29,6,0,15.0,Ruim,36,Moderado
2017,4,2017-04-01,Nordeste,BA,Salvador,Atropelamento,Noite,14,11,0,16.7,Muito ruim,28,Grave
2017,4,2017-04-01,Nordeste,BA,Feira de Santana,Saída de pista,Tarde,17,10,1,4.7,Moderada,24,Grave
2017,4,2017-04-01,Nordeste,PE,Recife,Saída de pista,Tarde,22,20,0,11.9,Boa,40,Crítico
2017,4,2017-04-01,Nordeste,PE,Jaboatão dos Guararapes,Saída de pista,Manhã,23,9,1,14.9,Boa,37,Moderado
2017,4,2017-04-01,Nordeste,CE,Fortaleza,Capotamento,Madrugada,20,15,1,61.3,Boa,37,Crítico
2017,4,2017-04-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Noite,28,10,0,37.9,Moderada,45,Crítico
2017,4,2017-04-01,Nordeste,MA,São Luís,Atropelamento,Noite,20,18,1,20.8,Ruim,36,Leve
2017,4,2017-04-01,Nordeste,PB,João Pessoa,Saída de pista,Noite,19,5,0,14.8,Muito ruim,23,Leve
2017,4,2017-04-01,Centro-Oeste,DF,Brasília,Saída de pista,Manhã,19,11,0,76.8,Boa,35,Moderado
2017,4,2017-04-01,Centro-Oeste,GO,Goiânia,Colisão,Noite,19,20,1,12.3,Boa,43,Grave
2017,4,2017-04-01,Centro-Oeste,GO,Aparecida de Goiânia,Atropelamento,Noite,22,19,1,58.3,Ruim,35,Moderado
2017,4,2017-04-01,Centro-Oeste,MT,Cuiabá,Capotamento,Noite,26,17,1,44.4,Ruim,47,Grave
2017,4,2017-04-01,Centro-Oeste,MS,Campo Grande,Colisão,Madrugada,21,13,0,48.8,Moderada,39,Grave
2017,4,2017-04-01,Sudeste,SP,São Paulo,Saída de pista,Manhã,19,15,1,30.6,Ruim,37,Moderado
2017,4,2017-04-01,Sudeste,SP,Campinas,Colisão,Tarde,13,18,0,38.4,Boa,32,Crítico
2017,4,2017-04-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Madrugada,23,10,1,106.8,Muito ruim,37,Leve
2017,4,2017-04-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Noite,23,11,0,21.7,Moderada,36,Leve
2017,4,2017-04-01,Sudeste,RJ,Niterói,Capotamento,Madrugada,24,10,0,3.5,Ruim,39,Leve
2017,4,2017-04-01,Sudeste,RJ,Nova Iguaçu,Capotamento,Tarde,17,14,0,2.0,Muito ruim,29,Leve
2017,4,2017-04-01,Sudeste,RJ,Petrópolis,Saída de pista,Noite,19,17,3,23.7,Boa,47,Grave
2017,4,2017-04-01,Sudeste,MG,Belo Horizonte,Saída de pista,Manhã,18,10,2,10.2,Ruim,31,Grave
2017,4,2017-04-01,Sudeste,MG,Uberlândia,Capotamento,Tarde,14,17,0,50.8,Moderada,29,Moderado
2017,4,2017-04-01,Sudeste,MG,Juiz de Fora,Atropelamento,Noite,20,13,3,79.6,Ruim,25,Grave
2017,4,2017-04-01,Sudeste,ES,Vitória,Colisão,Tarde,23,14,2,8.8,Moderada,43,Crítico
2017,4,2017-04-01,Sudeste,ES,Vila Velha,Capotamento,Tarde,33,11,0,16.8,Muito ruim,31,Moderado
2017,4,2017-04-01,Sudeste,ES,Serra,Capotamento,Noite,12,10,0,31.4,Ruim,37,Moderado
2017,4,2017-04-01,Sul,PR,Curitiba,Atropelamento,Madrugada,19,10,1,26.9,Moderada,39,Crítico
2017,4,2017-04-01,Sul,PR,Londrina,Capotamento,Madrugada,10,16,0,23.0,Moderada,33,Moderado
2017,4,2017-04-01,Sul,SC,Florianópolis,Saída de pista,Madrugada,23,14,2,20.2,Boa,35,Leve
2017,4,2017-04-01,Sul,SC,Joinville,Colisão,Tarde,20,7,2,25.8,Moderada,29,Crítico
2017,4,2017-04-01,Sul,RS,Porto Alegre,Saída de pista,Tarde,23,17,0,20.8,Ruim,38,Leve
2017,4,2017-04-01,Sul,RS,Caxias do Sul,Colisão,Noite,20,11,1,12.4,Ruim,35,Grave
2017,5,2017-05-01,Norte,AM,Manaus,Saída de pista,Madrugada,27,9,1,41.8,Boa,33,Leve
2017,5,2017-05-01,Norte,PA,Belém,Capotamento,Madrugada,18,18,1,14.9,Moderada,26,Leve
2017,5,2017-05-01,Norte,PA,Santarém,Atropelamento,Noite,17,10,0,16.6,Muito ruim,42,Moderado
2017,5,2017-05-01,Norte,RO,Porto Velho,Capotamento,Noite,19,14,1,25.8,Boa,36,Crítico
2017,5,2017-05-01,Norte,TO,Palmas,Atropelamento,Madrugada,20,17,1,13.0,Boa,36,Grave
2017,5,2017-05-01,Nordeste,BA,Salvador,Colisão,Madrugada,14,11,2,8.6,Ruim,34,Grave
2017,5,2017-05-01,Nordeste,BA,Feira de Santana,Saída de pista,Tarde,16,11,0,15.2,Boa,34,Crítico
2017,5,2017-05-01,Nordeste,PE,Recife,Capotamento,Noite,19,14,1,74.5,Muito ruim,39,Crítico
2017,5,2017-05-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Manhã,22,6,0,24.9,Moderada,25,Crítico
2017,5,2017-05-01,Nordeste,CE,Fortaleza,Atropelamento,Manhã,18,12,1,7.1,Moderada,34,Leve
2017,5,2017-05-01,Nordeste,CE,Juazeiro do Norte,Saída de pista,Madrugada,25,17,0,28.4,Ruim,38,Grave
2017,5,2017-05-01,Nordeste,MA,São Luís,Colisão,Madrugada,26,12,1,25.5,Ruim,38,Moderado
2017,5,2017-05-01,Nordeste,PB,João Pessoa,Atropelamento,Tarde,16,13,0,5.2,Moderada,43,Grave
2017,5,2017-05-01,Centro-Oeste,DF,Brasília,Atropelamento,Tarde,14,15,1,12.5,Moderada,35,Crítico
2017,5,2017-05-01,Centro-Oeste,GO,Goiânia,Saída de pista,Madrugada,27,12,0,9.1,Boa,31,Moderado
2017,5,2017-05-01,Centro-Oeste,GO,Aparecida de Goiânia,Colisão,Manhã,24,11,1,11.1,Muito ruim,27,Grave
2017,5,2017-05-01,Centro-Oeste,MT,Cuiabá,Colisão,Noite,16,14,2,60.7,Moderada,41,Moderado
2017,5,2017-05-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Tarde,17,12,0,14.4,Moderada,31,Crítico
2017,5,2017-05-01,Sudeste,SP,São Paulo,Colisão,Noite,16,11,3,54.3,Moderada,34,Crítico
2017,5,2017-05-01,Sudeste,SP,Campinas,Saída de pista,Noite,23,8,2,45.9,Ruim,27,Crítico
2017,5,2017-05-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Madrugada,21,9,1,10.2,Boa,38,Crítico
2017,5,2017-05-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Tarde,29,14,1,18.3,Ruim,24,Moderado
2017,5,2017-05-01,Sudeste,RJ,Niterói,Saída de pista,Manhã,17,11,1,17.5,Moderada,34,Leve
2017,5,2017-05-01,Sudeste,RJ,Nova Iguaçu,Atropelamento,Noite,20,17,0,68.1,Ruim,51,Moderado
2017,5,2017-05-01,Sudeste,RJ,Petrópolis,Saída de pista,Madrugada,19,9,1,19.5,Muito ruim,49,Leve
2017,5,2017-05-01,Sudeste,MG,Belo Horizonte,Atropelamento,Manhã,18,11,1,17.7,Muito ruim,38,Moderado
2017,5,2017-05-01,Sudeste,MG,Uberlândia,Capotamento,Tarde,24,15,2,39.5,Boa,33,Moderado
2017,5,2017-05-01,Sudeste,MG,Juiz de Fora,Saída de pista,Manhã,15,23,1,9.4,Moderada,31,Moderado
2017,5,2017-05-01,Sudeste,ES,Vitória,Colisão,Tarde,24,13,1,39.2,Boa,32,Grave
2017,5,2017-05-01,Sudeste,ES,Vila Velha,Atropelamento,Tarde,21,16,0,27.2,Moderada,42,Crítico
2017,5,2017-05-01,Sudeste,ES,Serra,Colisão,Noite,23,13,1,29.8,Boa,35,Crítico
2017,5,2017-05-01,Sul,PR,Curitiba,Capotamento,Madrugada,23,11,1,16.4,Moderada,43,Moderado
2017,5,2017-05-01,Sul,PR,Londrina,Atropelamento,Noite,24,12,1,1.8,Ruim,42,Grave
2017,5,2017-05-01,Sul,SC,Florianópolis,Saída de pista,Tarde,26,12,1,55.4,Ruim,31,Moderado
2017,5,2017-05-01,Sul,SC,Joinville,Atropelamento,Tarde,16,8,3,4.5,Muito ruim,32,Crítico
2017,5,2017-05-01,Sul,RS,Porto Alegre,Atropelamento,Noite,18,11,1,3.7,Ruim,21,Crítico
2017,5,2017-05-01,Sul,RS,Caxias do Sul,Atropelamento,Noite,18,13,1,8.0,Moderada,37,Crítico
2017,6,2017-06-01,Norte,AM,Manaus,Capotamento,Madrugada,18,14,1,1.4,Muito ruim,30,Grave
2017,6,2017-06-01,Norte,PA,Belém,Capotamento,Madrugada,15,13,1,34.1,Boa,39,Crítico
2017,6,2017-06-01,Norte,PA,Santarém,Capotamento,Manhã,17,10,2,17.3,Muito ruim,24,Moderado
2017,6,2017-06-01,Norte,RO,Porto Velho,Saída de pista,Madrugada,17,16,2,7.0,Boa,46,Moderado
2017,6,2017-06-01,Norte,TO,Palmas,Atropelamento,Noite,14,15,2,32.2,Boa,33,Grave
2017,6,2017-06-01,Nordeste,BA,Salvador,Capotamento,Noite,14,14,1,29.7,Moderada,33,Moderado
2017,6,2017-06-01,Nordeste,BA,Feira de Santana,Capotamento,Tarde,17,18,2,42.6,Muito ruim,42,Grave
2017,6,2017-06-01,Nordeste,PE,Recife,Capotamento,Manhã,25,11,2,6.3,Ruim,42,Grave
2017,6,2017-06-01,Nordeste,PE,Jaboatão dos Guararapes,Capotamento,Noite,25,15,1,24.5,Ruim,32,Moderado
2017,6,2017-06-01,Nordeste,CE,Fortaleza,Colisão,Noite,19,11,1,36.1,Boa,41,Crítico
2017,6,2017-06-01,Nordeste,CE,Juazeiro do Norte,Saída de pista,Noite,19,13,3,82.2,Boa,25,Leve
2017,6,2017-06-01,Nordeste,MA,São Luís,Capotamento,Noite,18,17,1,49.0,Ruim,34,Leve
2017,6,2017-06-01,Nordeste,PB,João Pessoa,Colisão,Tarde,19,7,0,52.6,Muito ruim,35,Grave
2017,6,2017-06-01,Centro-Oeste,DF,Brasília,Capotamento,Tarde,20,13,3,16.4,Ruim,38,Leve
2017,6,2017-06-01,Centro-Oeste,GO,Goiânia,Colisão,Madrugada,31,6,2,20.6,Moderada,32,Crítico
2017,6,2017-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Tarde,21,15,1,12.4,Muito ruim,34,Grave
2017,6,2017-06-01,Centro-Oeste,MT,Cuiabá,Colisão,Noite,24,17,0,37.9,Ruim,35,Crítico
2017,6,2017-06-01,Centro-Oeste,MS,Campo Grande,Colisão,Tarde,14,12,0,10.9,Muito ruim,40,Leve
2017,6,2017-06-01,Sudeste,SP,São Paulo,Saída de pista,Noite,21,18,1,6.4,Moderada,38,Crítico
2017,6,2017-06-01,Sudeste,SP,Campinas,Colisão,Tarde,21,12,3,39.7,Moderada,34,Leve
2017,6,2017-06-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Tarde,12,14,0,23.2,Boa,31,Leve
2017,6,2017-06-01,Sudeste,RJ,Rio de Janeiro,Colisão,Noite,19,11,1,16.9,Ruim,41,Leve
2017,6,2017-06-01,Sudeste,RJ,Niterói,Saída de pista,Noite,19,14,1,51.4,Ruim,37,Crítico
2017,6,2017-06-01,Sudeste,RJ,Nova Iguaçu,Atropelamento,Tarde,18,14,2,12.7,Ruim,39,Grave
2017,6,2017-06-01,Sudeste,RJ,Petrópolis,Saída de pista,Madrugada,27,10,0,27.8,Boa,34,Grave
2017,6,2017-06-01,Sudeste,MG,Belo Horizonte,Capotamento,Manhã,18,15,0,28.2,Boa,33,Moderado
2017,6,2017-06-01,Sudeste,MG,Uberlândia,Colisão,Tarde,24,15,2,20.2,Muito ruim,34,Leve
2017,6,2017-06-01,Sudeste,MG,Juiz de Fora,Saída de pista,Madrugada,18,14,1,10.4,Moderada,39,Moderado
2017,6,2017-06-01,Sudeste,ES,Vitória,Capotamento,Madrugada,20,14,1,33.5,Boa,29,Grave
2017,6,2017-06-01,Sudeste,ES,Vila Velha,Atropelamento,Madrugada,26,11,0,50.0,Moderada,31,Leve
2017,6,2017-06-01,Sudeste,ES,Serra,Capotamento,Noite,16,23,1,16.7,Muito ruim,40,Grave
2017,6,2017-06-01,Sul,PR,Curitiba,Atropelamento,Noite,22,13,2,21.5,Muito ruim,41,Crítico
2017,6,2017-06-01,Sul,PR,Londrina,Atropelamento,Madrugada,15,9,2,13.3,Boa,30,Moderado
2017,6,2017-06-01,Sul,SC,Florianópolis,Capotamento,Noite,16,18,0,3.5,Ruim,33,Moderado
2017,6,2017-06-01,Sul,SC,Joinville,Saída de pista,Tarde,21,13,2,31.1,Ruim,30,Moderado
2017,6,2017-06-01,Sul,RS,Porto Alegre,Atropelamento,Tarde,26,16,1,9.1,Moderada,42,Grave
2017,6,2017-06-01,Sul,RS,Caxias do Sul,Atropelamento,Madrugada,21,15,1,67.4,Ruim,39,Moderado
2017,7,2017-07-01,Norte,AM,Manaus,Colisão,Manhã,18,14,0,51.3,Ruim,34,Grave
2017,7,2017-07-01,Norte,PA,Belém,Capotamento,Madrugada,22,18,1,9.6,Muito ruim,35,Leve
2017,7,2017-07-01,Norte,PA,Santarém,Saída de pista,Manhã,19,15,0,38.1,Boa,44,Leve
2017,7,2017-07-01,Norte,RO,Porto Velho,Atropelamento,Manhã,26,13,1,8.4,Moderada,36,Crítico
2017,7,2017-07-01,Norte,TO,Palmas,Atropelamento,Manhã,31,12,1,12.6,Boa,40,Moderado
2017,7,2017-07-01,Nordeste,BA,Salvador,Colisão,Noite,24,11,0,9.0,Moderada,28,Crítico
2017,7,2017-07-01,Nordeste,BA,Feira de Santana,Colisão,Tarde,27,9,0,43.0,Ruim,45,Leve
2017,7,2017-07-01,Nordeste,PE,Recife,Capotamento,Tarde,21,6,1,40.9,Moderada,40,Moderado
2017,7,2017-07-01,Nordeste,PE,Jaboatão dos Guararapes,Saída de pista,Noite,23,12,0,6.4,Ruim,34,Leve
2017,7,2017-07-01,Nordeste,CE,Fortaleza,Atropelamento,Madrugada,22,8,0,31.9,Boa,31,Moderado
2017,7,2017-07-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Manhã,22,15,0,18.6,Ruim,31,Leve
2017,7,2017-07-01,Nordeste,MA,São Luís,Saída de pista,Noite,22,12,0,9.8,Moderada,41,Moderado
2017,7,2017-07-01,Nordeste,PB,João Pessoa,Atropelamento,Noite,21,13,0,15.7,Ruim,31,Grave
2017,7,2017-07-01,Centro-Oeste,DF,Brasília,Capotamento,Madrugada,19,11,0,20.9,Ruim,19,Grave
2017,7,2017-07-01,Centro-Oeste,GO,Goiânia,Atropelamento,Madrugada,23,10,0,40.1,Boa,23,Crítico
2017,7,2017-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Tarde,24,9,1,23.5,Moderada,39,Crítico
2017,7,2017-07-01,Centro-Oeste,MT,Cuiabá,Saída de pista,Madrugada,17,11,0,29.1,Moderada,37,Grave
2017,7,2017-07-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Manhã,17,13,0,59.7,Moderada,42,Crítico
2017,7,2017-07-01,Sudeste,SP,São Paulo,Capotamento,Manhã,15,9,0,58.6,Muito ruim,35,Leve
2017,7,2017-07-01,Sudeste,SP,Campinas,Saída de pista,Manhã,18,8,0,4.6,Ruim,35,Crítico
2017,7,2017-07-01,Sudeste,SP,Ribeirão Preto,Colisão,Madrugada,23,14,0,16.0,Boa,34,Leve
2017,7,2017-07-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Tarde,25,10,2,27.8,Moderada,33,Moderado
2017,7,2017-07-01,Sudeste,RJ,Niterói,Atropelamento,Manhã,20,8,0,26.6,Moderada,40,Crítico
2017,7,2017-07-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Manhã,22,16,0,46.0,Ruim,26,Moderado
2017,7,2017-07-01,Sudeste,RJ,Petrópolis,Atropelamento,Noite,21,7,0,10.4,Muito ruim,39,Crítico
2017,7,2017-07-01,Sudeste,MG,Belo Horizonte,Capotamento,Manhã,21,9,0,19.6,Muito ruim,39,Crítico
2017,7,2017-07-01,Sudeste,MG,Uberlândia,Saída de pista,Tarde,17,13,4,8.6,Boa,45,Leve
2017,7,2017-07-01,Sudeste,MG,Juiz de Fora,Colisão,Manhã,18,8,2,1.7,Boa,41,Grave
2017,7,2017-07-01,Sudeste,ES,Vitória,Atropelamento,Madrugada,23,10,2,23.4,Muito ruim,37,Grave
2017,7,2017-07-01,Sudeste,ES,Vila Velha,Atropelamento,Tarde,11,9,2,16.0,Muito ruim,25,Moderado
2017,7,2017-07-01,Sudeste,ES,Serra,Saída de pista,Manhã,25,9,0,15.0,Moderada,40,Leve
2017,7,2017-07-01,Sul,PR,Curitiba,Saída de pista,Tarde,29,15,1,113.4,Boa,40,Grave
2017,7,2017-07-01,Sul,PR,Londrina,Atropelamento,Tarde,18,10,2,40.9,Boa,40,Crítico
2017,7,2017-07-01,Sul,SC,Florianópolis,Capotamento,Tarde,15,18,1,35.2,Ruim,37,Grave
2017,7,2017-07-01,Sul,SC,Joinville,Saída de pista,Noite,27,10,1,27.6,Ruim,31,Crítico
2017,7,2017-07-01,Sul,RS,Porto Alegre,Saída de pista,Tarde,17,16,0,25.9,Moderada,37,Moderado
2017,7,2017-07-01,Sul,RS,Caxias do Sul,Colisão,Madrugada,22,13,1,60.2,Muito ruim,37,Grave
2017,8,2017-08-01,Norte,AM,Manaus,Capotamento,Manhã,15,20,3,83.0,Boa,27,Crítico
2017,8,2017-08-01,Norte,PA,Belém,Saída de pista,Tarde,11,12,2,91.7,Moderada,29,Leve
2017,8,2017-08-01,Norte,PA,Santarém,Colisão,Tarde,15,14,2,24.8,Ruim,35,Moderado
2017,8,2017-08-01,Norte,RO,Porto Velho,Capotamento,Tarde,20,11,1,6.5,Ruim,34,Moderado
2017,8,2017-08-01,Norte,TO,Palmas,Atropelamento,Madrugada,21,15,0,16.6,Muito ruim,28,Crítico
2017,8,2017-08-01,Nordeste,BA,Salvador,Capotamento,Noite,29,14,0,23.9,Muito ruim,30,Moderado
2017,8,2017-08-01,Nordeste,BA,Feira de Santana,Atropelamento,Madrugada,18,13,0,22.2,Moderada,40,Moderado
2017,8,2017-08-01,Nordeste,PE,Recife,Atropelamento,Madrugada,28,12,0,24.1,Boa,35,Crítico
2017,8,2017-08-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Manhã,14,18,2,14.4,Boa,29,Crítico
2017,8,2017-08-01,Nordeste,CE,Fortaleza,Capotamento,Madrugada,22,13,0,19.8,Muito ruim,37,Grave
2017,8,2017-08-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Madrugada,19,16,1,36.1,Moderada,29,Leve
2017,8,2017-08-01,Nordeste,MA,São Luís,Capotamento,Madrugada,29,9,1,103.2,Ruim,28,Crítico
2017,8,2017-08-01,Nordeste,PB,João Pessoa,Atropelamento,Noite,26,9,1,39.9,Ruim,41,Grave
2017,8,2017-08-01,Centro-Oeste,DF,Brasília,Capotamento,Madrugada,22,13,1,58.4,Ruim,32,Crítico
2017,8,2017-08-01,Centro-Oeste,GO,Goiânia,Capotamento,Madrugada,20,15,0,24.0,Ruim,40,Grave
